,date,region_code,region,cases,recovered,active_cases,deceased
6,2020-10-13,07025,Fornalutx,0.0,0.0,0.0,0.0
6,2020-10-13,07004,Algaida,42.0,35.0,7.0,1.0
6,2020-10-13,07019,Escorca,0.0,0.0,0.0,0.0
6,2020-10-13,07016,Consell,29.0,20.0,9.0,0.0
6,2020-10-13,07033,Manacor,363.0,274.0,87.0,8.0
6,2020-10-13,07060,Sineu,31.0,27.0,2.0,1.0
6,2020-10-13,07065,Vilafranca de Bonany,43.0,29.0,14.0,1.0
6,2020-10-13,07039,Muro,63.0,54.0,7.0,3.0
6,2020-10-13,07057,Santanyí,56.0,52.0,4.0,1.0
6,2020-10-13,07062,Son Servera,68.0,62.0,6.0,2.0
6,2020-10-13,07027,Inca,440.0,285.0,149.0,6.0
6,2020-10-13,07029,Lloseta,24.0,18.0,6.0,0.0
6,2020-10-13,07034,Mancor de la Vall,4.0,2.0,2.0,0.0
6,2020-10-13,07011,Calvià,581.0,459.0,106.0,21.0
6,2020-10-13,07021,Estellencs,0.0,0.0,0.0,0.0
6,2020-10-13,07018,Deià,7.0,6.0,1.0,0.0
6,2020-10-13,07059,Ses Salines,13.0,9.0,3.0,1.0
6,2020-10-13,07049,Sant Joan,99.0,33.0,51.0,10.0
6,2020-10-13,07006,Artà,56.0,52.0,5.0,0.0
6,2020-10-13,07031,Llucmajor,487.0,395.0,89.0,3.0
6,2020-10-13,07013,Campos,86.0,77.0,9.0,2.0
6,2020-10-13,07042,Pollença,83.0,63.0,20.0,2.0
6,2020-10-13,07056,Santa Maria del Camí,110.0,96.0,13.0,1.0
6,2020-10-13,07005,Andratx,67.0,59.0,8.0,2.0
6,2020-10-13,07003,Alcúdia,150.0,124.0,29.0,0.0
6,2020-10-13,07028,Lloret de Vistalegre,3.0,2.0,2.0,0.0
6,2020-10-13,07008,Binissalem,96.0,75.0,20.0,1.0
6,2020-10-13,07047,Sencelles,21.0,17.0,3.0,1.0
6,2020-10-13,07058,Selva,16.0,15.0,1.0,1.0
6,2020-10-13,07036,Marratxí,538.0,449.0,87.0,4.0
6,2020-10-13,07061,Sóller,242.0,136.0,94.0,10.0
6,2020-10-13,07063,Valldemossa,24.0,19.0,4.0,1.0
6,2020-10-13,07010,Bunyola,68.0,52.0,13.0,3.0
6,2020-10-13,07035,Maria de la Salut,16.0,15.0,1.0,0.0
6,2020-10-13,07020,Esporles,58.0,53.0,4.0,1.0
6,2020-10-13,07041,Petra,0.0,0.0,0.0,0.0
6,2020-10-13,07051,Sant Llorenç des Cardassar,34.0,24.0,8.0,2.0
6,2020-10-13,07030,Llubí,25.0,23.0,2.0,0.0
6,2020-10-13,07040,Palma,8093.0,6734.0,1188.0,196.0
7,2020-10-14,07057,Santanyí,56.0,52.0,4.0,1.0
7,2020-10-14,07053,Santa Eugènia,4.0,4.0,0.0,0.0
7,2020-10-14,07038,Montuïri,59.0,16.0,35.0,7.0
7,2020-10-14,07049,Sant Joan,99.0,33.0,51.0,10.0
7,2020-10-14,07027,Inca,443.0,288.0,147.0,7.0
7,2020-10-14,07003,Alcúdia,152.0,124.0,31.0,0.0
7,2020-10-14,07044,Sa Pobla,146.0,124.0,23.0,0.0
7,2020-10-14,07012,Campanet,18.0,13.0,5.0,0.0
7,2020-10-14,07028,Lloret de Vistalegre,3.0,2.0,2.0,0.0
7,2020-10-14,07021,Estellencs,0.0,0.0,0.0,0.0
7,2020-10-14,07011,Calvià,585.0,459.0,110.0,21.0
7,2020-10-14,07006,Artà,56.0,53.0,4.0,0.0
7,2020-10-14,07031,Llucmajor,491.0,396.0,92.0,3.0
7,2020-10-14,07059,Ses Salines,13.0,9.0,3.0,1.0
7,2020-10-14,07056,Santa Maria del Camí,110.0,96.0,13.0,1.0
7,2020-10-14,07005,Andratx,68.0,59.0,9.0,2.0
7,2020-10-14,07041,Petra,0.0,0.0,0.0,0.0
7,2020-10-14,07035,Maria de la Salut,16.0,15.0,1.0,0.0
7,2020-10-14,07010,Bunyola,69.0,52.0,14.0,3.0
7,2020-10-14,07030,Llubí,25.0,23.0,2.0,0.0
7,2020-10-14,07061,Sóller,242.0,137.0,93.0,10.0
7,2020-10-14,07036,Marratxí,543.0,450.0,91.0,4.0
7,2020-10-14,07043,Porreres,38.0,35.0,5.0,0.0
7,2020-10-14,07022,Felanitx,104.0,66.0,33.0,5.0
7,2020-10-14,07901,Ariany,11.0,9.0,2.0,0.0
